case_id,scenario_id,language_code,domain,query,expected_vocal,expected_script,stable,translation_review_status,translation_reviewer,status,http_status,graph_status,latency_seconds,error,routing_pass,plan_pass,plan_reason,language_pass,language_reason,testing_disclaimer_present,testing_disclaimer_at_bottom,two_hr_disclaimer_present,disclaimer_pass,disclaimer_reason,lang_switch_detected,lang_switch_reason,terminology_pass,terminology_reason,source_attribution_pass,source_attribution_reason,response_text
ML-S19-TE,S19,TE,General,"Hello, who are you?",Telugu,Telugu,True,pending,,PASS,200,success,0.01,,True,True,,True,,True,True,True,True,,False,,True,,True,,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S19-TE] Domain: General. Query language: Telugu. [Mock agri content covers: AjraSakha, agriculture]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశించబడింది.
సలహాలు ప్రయోగాత్"
ML-S20-EN,S20,EN,Crop Insurance,How do I enroll my wheat crop in crop insurance in Haryana?,English,English,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"[MOCK RESPONSE for ML-S20-EN] Domain: Crop Insurance. Query language: English. [Mock agri content covers: insurance, wheat, premium]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experimental and current"
ML-S20-HI,S20,HI,Crop Insurance,How do I enroll my wheat crop in crop insurance in Haryana?,Hindi,Devanagari,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S20-HI] Domain: Crop Insurance. Query language: Hindi. [Mock agri content covers: insurance, wheat, premium]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक हैं और वर्तमान"
ML-S20-KN,S20,KN,Crop Insurance,How do I enroll my wheat crop in crop insurance in Haryana?,Kannada,Kannada,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S20-KN] Domain: Crop Insurance. Query language: Kannada. [Mock agri content covers: insurance, wheat, premium]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶಿಸಲಾಗಿದೆ.
ಸಲಹೆಗ"
ML-S20-TA,S20,TA,Crop Insurance,How do I enroll my wheat crop in crop insurance in Haryana?,Tamil,Tamil,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S20-TA] Domain: Crop Insurance. Query language: Tamil. [Mock agri content covers: insurance, wheat, premium]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப்பட்டுள்ளது.
ஆல"
ML-S20-PA,S20,PA,Crop Insurance,How do I enroll my wheat crop in crop insurance in Haryana?,Punjabi,Gurmukhi,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S20-PA] Domain: Crop Insurance. Query language: Punjabi. [Mock agri content covers: insurance, wheat, premium]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ ਅਤੇ ਇਸ ਵੇਲੇ ਚੁਣ"
ML-S20-TE,S20,TE,Crop Insurance,How do I enroll my wheat crop in crop insurance in Haryana?,Telugu,Telugu,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S20-TE] Domain: Crop Insurance. Query language: Telugu. [Mock agri content covers: insurance, wheat, premium]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశించబడింది.
సలహాలు"
ML-S21-EN,S21,EN,Bio-Pesticides and Bio-Fertilizers,What bio-pesticides can I use for bollworm control in cotton in Maharashtra?,English,English,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"[MOCK RESPONSE for ML-S21-EN] Domain: Bio-Pesticides and Bio-Fertilizers. Query language: English. [Mock agri content covers: cotton, bollworm, bio-pesticide]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories ar"
ML-S21-HI,S21,HI,Bio-Pesticides and Bio-Fertilizers,What bio-pesticides can I use for bollworm control in cotton in Maharashtra?,Hindi,Devanagari,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S21-HI] Domain: Bio-Pesticides and Bio-Fertilizers. Query language: Hindi. [Mock agri content covers: cotton, bollworm, bio-pesticide]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें "
ML-S21-KN,S21,KN,Bio-Pesticides and Bio-Fertilizers,What bio-pesticides can I use for bollworm control in cotton in Maharashtra?,Kannada,Kannada,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S21-KN] Domain: Bio-Pesticides and Bio-Fertilizers. Query language: Kannada. [Mock agri content covers: cotton, bollworm, bio-pesticide]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮ"
ML-S21-TA,S21,TA,Bio-Pesticides and Bio-Fertilizers,What bio-pesticides can I use for bollworm control in cotton in Maharashtra?,Tamil,Tamil,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S21-TA] Domain: Bio-Pesticides and Bio-Fertilizers. Query language: Tamil. [Mock agri content covers: cotton, bollworm, bio-pesticide]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்"
ML-S21-PA,S21,PA,Bio-Pesticides and Bio-Fertilizers,What bio-pesticides can I use for bollworm control in cotton in Maharashtra?,Punjabi,Gurmukhi,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S21-PA] Domain: Bio-Pesticides and Bio-Fertilizers. Query language: Punjabi. [Mock agri content covers: cotton, bollworm, bio-pesticide]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰ"
ML-S21-TE,S21,TE,Bio-Pesticides and Bio-Fertilizers,What bio-pesticides can I use for bollworm control in cotton in Maharashtra?,Telugu,Telugu,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S21-TE] Domain: Bio-Pesticides and Bio-Fertilizers. Query language: Telugu. [Mock agri content covers: cotton, bollworm, bio-pesticide]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్ర"
ML-S22-EN,S22,EN,Agriculture Mechanization,Which tractor is best for small farms in Uttar Pradesh?,English,English,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"[MOCK RESPONSE for ML-S22-EN] Domain: Agriculture Mechanization. Query language: English. [Mock agri content covers: tractor, mechanization, farm]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experiment"
ML-S22-HI,S22,HI,Agriculture Mechanization,Which tractor is best for small farms in Uttar Pradesh?,Hindi,Devanagari,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S22-HI] Domain: Agriculture Mechanization. Query language: Hindi. [Mock agri content covers: tractor, mechanization, farm]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक "
ML-S22-KN,S22,KN,Agriculture Mechanization,Which tractor is best for small farms in Uttar Pradesh?,Kannada,Kannada,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S22-KN] Domain: Agriculture Mechanization. Query language: Kannada. [Mock agri content covers: tractor, mechanization, farm]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶಿ"
ML-S22-TA,S22,TA,Agriculture Mechanization,Which tractor is best for small farms in Uttar Pradesh?,Tamil,Tamil,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S22-TA] Domain: Agriculture Mechanization. Query language: Tamil. [Mock agri content covers: tractor, mechanization, farm]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப்"
ML-S22-PA,S22,PA,Agriculture Mechanization,Which tractor is best for small farms in Uttar Pradesh?,Punjabi,Gurmukhi,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S22-PA] Domain: Agriculture Mechanization. Query language: Punjabi. [Mock agri content covers: tractor, mechanization, farm]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ ਅ"
ML-S22-TE,S22,TE,Agriculture Mechanization,Which tractor is best for small farms in Uttar Pradesh?,Telugu,Telugu,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S22-TE] Domain: Agriculture Mechanization. Query language: Telugu. [Mock agri content covers: tractor, mechanization, farm]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశించ"
ML-S23-EN,S23,EN,Horticulture & Allied Agriculture,What are the recommended practices for apple cultivation in Himachal Pradesh?,English,English,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"[MOCK RESPONSE for ML-S23-EN] Domain: Horticulture & Allied Agriculture. Query language: English. [Mock agri content covers: apple, horticulture, pruning]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are ex"
ML-S23-HI,S23,HI,Horticulture & Allied Agriculture,What are the recommended practices for apple cultivation in Himachal Pradesh?,Hindi,Devanagari,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S23-HI] Domain: Horticulture & Allied Agriculture. Query language: Hindi. [Mock agri content covers: apple, horticulture, pruning]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रय"
ML-S23-KN,S23,KN,Horticulture & Allied Agriculture,What are the recommended practices for apple cultivation in Himachal Pradesh?,Kannada,Kannada,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S23-KN] Domain: Horticulture & Allied Agriculture. Query language: Kannada. [Mock agri content covers: apple, horticulture, pruning]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ"
ML-S23-TA,S23,TA,Horticulture & Allied Agriculture,What are the recommended practices for apple cultivation in Himachal Pradesh?,Tamil,Tamil,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S23-TA] Domain: Horticulture & Allied Agriculture. Query language: Tamil. [Mock agri content covers: apple, horticulture, pruning]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே"
ML-S23-PA,S23,PA,Horticulture & Allied Agriculture,What are the recommended practices for apple cultivation in Himachal Pradesh?,Punjabi,Gurmukhi,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S23-PA] Domain: Horticulture & Allied Agriculture. Query language: Punjabi. [Mock agri content covers: apple, horticulture, pruning]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾ"
ML-S23-TE,S23,TE,Horticulture & Allied Agriculture,What are the recommended practices for apple cultivation in Himachal Pradesh?,Telugu,Telugu,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S23-TE] Domain: Horticulture & Allied Agriculture. Query language: Telugu. [Mock agri content covers: apple, horticulture, pruning]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉ"
ML-S24-EN,S24,EN,Sowing Time and Weather,What is the best sowing time for wheat in Punjab?,English,English,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"[MOCK RESPONSE for ML-S24-EN] Domain: Sowing Time and Weather. Query language: English. [Mock agri content covers: wheat, sowing, October]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experimental and c"
ML-S24-HI,S24,HI,Sowing Time and Weather,What is the best sowing time for wheat in Punjab?,Hindi,Devanagari,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S24-HI] Domain: Sowing Time and Weather. Query language: Hindi. [Mock agri content covers: wheat, sowing, October]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक हैं और व"
ML-S24-KN,S24,KN,Sowing Time and Weather,What is the best sowing time for wheat in Punjab?,Kannada,Kannada,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S24-KN] Domain: Sowing Time and Weather. Query language: Kannada. [Mock agri content covers: wheat, sowing, October]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶಿಸಲಾಗಿದೆ."
ML-S24-TA,S24,TA,Sowing Time and Weather,What is the best sowing time for wheat in Punjab?,Tamil,Tamil,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S24-TA] Domain: Sowing Time and Weather. Query language: Tamil. [Mock agri content covers: wheat, sowing, October]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப்பட்டுள்ள"
ML-S24-PA,S24,PA,Sowing Time and Weather,What is the best sowing time for wheat in Punjab?,Punjabi,Gurmukhi,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S24-PA] Domain: Sowing Time and Weather. Query language: Punjabi. [Mock agri content covers: wheat, sowing, October]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ ਅਤੇ ਇਸ ਵੇ"
ML-S24-TE,S24,TE,Sowing Time and Weather,What is the best sowing time for wheat in Punjab?,Telugu,Telugu,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S24-TE] Domain: Sowing Time and Weather. Query language: Telugu. [Mock agri content covers: wheat, sowing, October]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశించబడింది.
"
ML-S25-EN,S25,EN,Fertilizer Use and Availability,How should I apply urea fertilizer to paddy crop in West Bengal?,English,English,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"[MOCK RESPONSE for ML-S25-EN] Domain: Fertilizer Use and Availability. Query language: English. [Mock agri content covers: urea, fertilizer, paddy]
⚠️ Important Notice (Testing) ⚠️

This AjraSakha application is under development and intended only for testing and validation.
Advisories are experimen"
ML-S25-HI,S25,HI,Fertilizer Use and Availability,How should I apply urea fertilizer to paddy crop in West Bengal?,Hindi,Devanagari,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"यह एक परीक्षण उत्तर है। [MOCK RESPONSE for ML-S25-HI] Domain: Fertilizer Use and Availability. Query language: Hindi. [Mock agri content covers: urea, fertilizer, paddy]
⚠️ महत्वपूर्ण सूचना (परीक्षण) ⚠️

यह AjraSakha एप्लिकेशन विकास के अधीन है और केवल परीक्षण और सत्यापन के लिए है।
सलाहें प्रयोगात्मक"
ML-S25-KN,S25,KN,Fertilizer Use and Availability,How should I apply urea fertilizer to paddy crop in West Bengal?,Kannada,Kannada,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ಇದು ಒಂದು ಪರೀಕ್ಷಾ ಉತ್ತರ. [MOCK RESPONSE for ML-S25-KN] Domain: Fertilizer Use and Availability. Query language: Kannada. [Mock agri content covers: urea, fertilizer, paddy]
⚠️ ಮಹತ್ವದ ಸೂಚನೆ (ಪರೀಕ್ಷಾ ಹಂತ) ⚠️

ಈ AjraSakha ಅಪ್ಲಿಕೇಶನ್ ಅಭಿವೃದ್ಧಿ ಹಂತದಲ್ಲಿದ್ದು, ಕೇವಲ ಪರೀಕ್ಷೆ ಮತ್ತು ಮೌಲ್ಯಮಾಪನಕ್ಕಾಗಿ ಮಾತ್ರ ಉದ್ದೇಶ"
ML-S25-TA,S25,TA,Fertilizer Use and Availability,How should I apply urea fertilizer to paddy crop in West Bengal?,Tamil,Tamil,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"இது ஒரு சோதனை பதில். [MOCK RESPONSE for ML-S25-TA] Domain: Fertilizer Use and Availability. Query language: Tamil. [Mock agri content covers: urea, fertilizer, paddy]
⚠️ முக்கியமான அறிவிப்பு (சோதனை) ⚠️

இந்த AjraSakha பயன்பாடு மேம்பாட்டில் உள்ளது மற்றும் சோதனை மற்றும் சரிபார்ப்புக்காக மட்டுமே நோக்கப"
ML-S25-PA,S25,PA,Fertilizer Use and Availability,How should I apply urea fertilizer to paddy crop in West Bengal?,Punjabi,Gurmukhi,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ਇਹ ਇੱਕ ਟੈਸਟ ਜਵਾਬ ਹੈ। [MOCK RESPONSE for ML-S25-PA] Domain: Fertilizer Use and Availability. Query language: Punjabi. [Mock agri content covers: urea, fertilizer, paddy]
⚠️ ਮਹੱਤਵਪੂਰਨ ਸੂਚਨਾ (ਟੈਸਟਿੰਗ) ⚠️

ਇਹ AjraSakha ਐਪਲੀਕੇਸ਼ਨ ਵਿਕਾਸ ਅਧੀਨ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਟੈਸਟਿੰਗ ਅਤੇ ਪ੍ਰਮਾਣਿਕਤਾ ਲਈ ਹੈ।
ਸਲਾਹਾਂ ਪ੍ਰਯੋਗਾਤਮਕ ਹਨ "
ML-S25-TE,S25,TE,Fertilizer Use and Availability,How should I apply urea fertilizer to paddy crop in West Bengal?,Telugu,Telugu,True,pending,,FAIL,200,success,0.01,,True,True,,True,,True,True,False,False,2-hour disclaimer missing,False,,True,,False,GDB response missing source attribution,"ఇది ఒక పరీక్ష సమాధానం. [MOCK RESPONSE for ML-S25-TE] Domain: Fertilizer Use and Availability. Query language: Telugu. [Mock agri content covers: urea, fertilizer, paddy]
⚠️ ముఖ్యమైన నోటీసు (పరీక్షా దశ) ⚠️

ఈ AjraSakha అప్లికేషన్ అభివృద్ధిలో ఉంది మరియు కేవలం పరీక్ష మరియు ధృవీకరణ కోసం మాత్రమే ఉద్దేశిం"
