"KVK ID","KVK Name","KVK Address","State Name","State LGD Code","District Name","District Name New","District LGD Code","Web Address","Landline Number","Fax Number","Email ID","Pin Code","ATARI Name","Host Institute","Latitude","Longitude"
"K0542","Ganjam 2","Krishi Vigyan Kendra,At- Golanthara , Po- Gobinda Nagar , Block - Rangeilunda ","Odisha","=""21""","Ganjam","Ganjam","354","http://www.kvkganjam2.org","NA","NA","kvk.ganjam2@ouat.ac.in","761008","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","19.362042","84.767785"
"K0543","Jharsuguda","Krishi Vigyan Kendra,At/PO. Badmal,Distt. Jharsuguda","Odisha","=""21""","Jharsuguda","Jharsuguda","357","http://www.jharsugudakvk.org/","0124-2764907","NA","kvkjharsuguda.ouat@gmail.com","768202","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","21.8225","84.0117"
"K0544","Kalahandi","Krishi Vigyan Kendra,At- Arkabahalipada, PO.Bhawanipatna,Distt. Kalahandi","Odisha","=""21""","Kalahandi","Kalahandi","358","http://kvkkalahandi.org/","NA","NA","kvkkalahandi.ouat@gmail.com","766001","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","19.923376","83.156051"
"K0545","Kandhamal","Krishi Vigyan Kendra, PO. G. Udayagiri, Distt. Kandhamal (Phulbani)","Odisha","=""21""","Kandhamal","Kandhamal","359","http://kvkkandhamal.org.in","06847-260707","NA","kvkkandhamal.ouat@gmail.com","762100","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","20.12943","84.36314"
"K0546","Kendrapara ","At. Jajang, P.O.Kapaleswar","Odisha","=""21""","Kendrapara ","Kendrapara","360","http://kendraparakvk.org","06727-297554","NA","kvk.kendrapara@ouat.ac.in","754250","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","20.52374","86.44149"
"K0547","Kendujhar","Krishi Vigyan Kendra, Judia Farm, PO. Old Town","Odisha","=""21""","Kendujhar","Kendujhar","361","http://www.kvkkeonjhar.org","06766-255385","NA","kvkkeonjhar.ouat@gmail.com","758002","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","21.632198","85.574693"
"K0548","Khordha ","Krishi Vigyan Kendra-Khordha, ICAR-Central Institute of Freshwater Aquaculture(CIFA), Kausalyaganga (Post), Bhubaneswar-751002, Odisha ","Odisha","=""21""","Khordha ","Khordha","362","http://www.kvkkhordha.org","0674-2465060","NA","kvkcifa1976@gmail.com","751002","ICAR-ATARI  Zone-V Kolkata","ICAR Central Institute of Freshwater Aquaculture , Kausalyaganga, Bhubaneswar,Odisha","20.18385","85.851183"
"K0549","Koraput","Krishi Vigyan Kendra,P.Box No-10, Sunabeda-2, Dist-Koraput, Odisha, India","Odisha","=""21""","Koraput","Koraput","363","www.kvkkoraput.org","NA","NA","kvkkoraput.ouat@gmail.com","763002","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","18.700392","82.803328"
"K0550","Malkangiri  ","Krishi Vigyan Kendra, Malkangiri, Mundaguda,Distt. Malkangiri","Odisha","=""21""","Malkangiri  ","Malkangiri","364","http://www.kvkmalkangiri.org","NA","NA","kvkmalkangiri.ouat@gmail.com","764045","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","18.537607","82.2006"
"K0551","Mayurbhanj 1","Krishi Vigyan Kendra,At/PO. ShyamakhuntaDistt. Mayurbhanj","Odisha","=""21""","Mayurbhanj","Mayurbhanj","365","http://kvkmayurbhanj.org.in","6792295199","NA","kvkmayurbhanj1.ouat@gmail.com","757049","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","21.9265","86.690556"
"K0552","Mayurbhanj 2","Krishi Vigyan Kendra, Mayurbhanj-II, Vill.- Angarapada, Tehsil- Jashipur, Distt.- Mayurbhanj  ","Odisha","=""21""","Mayurbhanj","Mayurbhanj","365","http://www.kvkmayurbhanj2.org.in","NA","NA","kvkmayurbhanj2.ouat@gmail.com","757091","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","21.932297","86.679994"
"K0553","Nabarangpur","Krishi Vigyan Kendra,At/PO, Badakumari, Umerkote,Distt. Nabarangpur","Odisha","=""21""","Nabarangapur ","Nabarangpur","366","http://www.kvknabarangapur.org/","0124-2764907","NA","nabarangapurkvk@yahoo.co.in","764073","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","19.663261","82.193382"
"K0554","Nuapada","Krishi Vigyan Kendra, At/PO/Distt. Nuapada","Odisha","=""21""","Nuapada","Nuapada","368","https://kvknuapada.ac.in/","06678-223103","NA","kvknuapada.ouat@gmail.com","766105","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","20.808306","82.536207"
"K0555","Nayagarh  ","Krishi Vigyan Kendra, At Panipoila, PO. Balugaon, Distt. Nayagarh","Odisha","=""21""","Nayagarh  ","Nayagarh","367","http://www.kvknayagarh.org/","9438615702","NA","kvknayagarh.ouat@gmail.com","752070","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","20.197045","85.117705"
"K0556","Puri","Krishi Vigyan Kendra, At:Sakhigopal, Infront of Satyabadi Block, Distt. Puri, Odisha","Odisha","=""21""","Puri","Puri","369","http://kvkpuri.org","06752-273960","06752-273960","purikvk@yahoo.co.in","752014","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","19.962405","85.822027"
"K0557","Rayagada  ","Krishi Vigyan Kendra, Rayagada, OUAT  Agriculture Farm, At/Po:  Gunupur, Distt. : Rayagada, State: Odisha, PIN-765022","Odisha","=""21""","Rayagada  ","Rayagada","370","http://www.kvkrayagada.org/","06857 250255","NA","kvkrayagada.ouat@gmail.com","765022","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","19.077023","83.81169"
"K0558","Sambalpur","Krishi Vigyan Kendra,RRTTS Campus, Chiplima,Distt. Sambalpur","Odisha","=""21""","Sambalpur","Sambalpur","371","http://www.kvksambalpur.org","0663-2460501","NA","kvksambalpur.ouat@gmail.com","768025","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","21.351216","83.908514"
"K0559","Cuttack","Krishi Vigyan Kendra, Santhapur, PO: Uchhapada Via: Kotasahi","Odisha","=""21""","Cuttack","Cuttack","350","http://www.kvkcuttack.com","NA","NA","kvkcuttack@gmail.com","754022","ICAR-ATARI  Zone-V Kolkata","ICAR Central Rice Research Institute  , Cuttack, Orissa ","20.423531","86.166109"
"K0560","Subarnapur","Krishi Vigyan Kendra,Agricultural FarmPO. Bolangir RoadDistt. Sonepur","Odisha","=""21""","Subarnapur","Sonepur","372","http://kvksonepur.org","6.71E+12","06654-221009","kvksonepur.ouat@gmail.com","767018","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","20.849753","83.860556"
"K0561","Sundargarh 1","Krishi Vigyan Kendra,PO Kirei,Distt. Sundergarh","Odisha","=""21""","Sundargarh","Sundargarh","373","http://kvksundargarh-1.org","6622295264","NA","kvksundargarh1.ouat@gmail.com","770073","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","22.06654","84.052355"
"K0562","Sundargarh 2","Krishi Vigyan Kendra, At. Hockey Chawk, PO. Panposh, Rourkela","Odisha","=""21""","Sundargarh","Sundargarh","373","http://kvksundargarh2.org","0661-2664050","NA","kvksundergarh2.ouat@gmail.com","769004","ICAR-ATARI  Zone-V Kolkata","Odisha University of Agriculture & Technology , Bhubaneswar,Odisha ","22.06654","84.052355"
"K0563","North Goa","ICAR - Krishi Vigyan Kendra, North Goa, ICAR - Central Coastal Agricultural Research Institute, Ela,Old Goa,","Goa","=""30""","North Goa","North Goa","551","http://www.kvknorthgoa.icar.gov.in","0832-2996895","NA","pckvknorthgoa@gmail.com","403402","ICAR-ATARI  Zone-VIII Pune","ICAR Central Coastal AgriculturalResearch Institu , Ela, Old Goa,North Goa","15.500975","73.915195"
"K0564","South Goa","Krishi Vigyan Kendra,Panaji, GoaDistt. South Goa","Goa","=""30""","South Goa","South Goa","552","NA","0124-2764907","NA","kvksouthgoa@rediffmail.com","403601","ICAR-ATARI  Zone-VIII Pune","Directorate of Agriculture,Government of Goa  ,  Panaji","15.267581","73.962381"
"K0565","Bagalkot ","Krishi Vigyan Kendra, Near Railway Station, Old Badami road, Bagalkot Dist. Bagalkot","Karnataka","=""29""","Bagalkot ","Bagalkote","524","http://www.kvkbagalkot.com","08354-223543","08354-223543","kvkbgk@rediffmail.com","587101","ICAR-ATARI  Zone-XI Bangalore","University of Agril. Sciences  , Yettineyudda Campus Krishi Nagar, Dharwad,Karnataka ","16.145478","75.69206"
"K0566","Bengaluru Rural","Krishi Vigyan Kendra,Hadonahalli Village, Doddaballapur Taluk,Bengaluru Rural District. ","Karnataka","=""29""","Bangalore Rural","Bengaluru Rural","526","http://www.kvkbrd.org","9449866928","NA","kvkbrd@gmail.com","561205","ICAR-ATARI  Zone-XI Bangalore","University of Agricultural Sciences , GKVK Campus,Bengaluru, Karnataka","12.971599","77.594563"
"K0567","Belagavi1","ICAR-BIRDS Krishi Vigyan Kendra, AT/Post:Tukkanatti, Tq.:Mudalagi, Dist.: Belagavi","Karnataka","=""29""","Belagavi","Belagavi","527","https://kvkbelagavi1.icar.gov.in","NA","NA","kvk.Belagavi1@icar.gov.in","591224","ICAR-ATARI  Zone-XI Bangalore","Belgaum Integreted Rural Development Society , Belgaum Integreted Rural Development Society, Belagavi-I, Birds Campus, Tukkanatti- 591224","16.308571","74.867592"
"K0568","Belagavi2","Krishi Vigyan Kendra,Mattikipp Village, Baihongal Taluk, Belgavi District","Karnataka","=""29""","Belagavi","Belagavi","527","http://www.klekvk.org","9535604747","NA","kvk.Belagavi2@icar.gov.in","591147","ICAR-ATARI  Zone-XI Bangalore","Karnataka Lingayat Education society , Karnataka Lingayat Education societyMattikopp -591147, Bailhongal Taluk, Belagavi District","15.893243","74.744585"
"K0569","Ballari","Krishi Vigyan Kendra, At: Hagari,Tq/Dist:Ballari","Karnataka","=""29""","Ballari","Ballari","528","http://www.kvkballari.org","8392265080","NA","kvk.ballari@icar.gov.in","583111","ICAR-ATARI  Zone-XI Bangalore","University of Agricultural Sciences , P. B. No. 329 Raichur,Karnataka","15.137779","77.060096"
"K0570","Bidar","Krishi Vigyan Kendra,Post Box No.58,Distt. Bidar","Karnataka","=""29""","Bidar","Bidar","529","http://www.kvkbidar.in","08482-244155","08482-244155","kvkbidar2013@gmail.com","585402","ICAR-ATARI  Zone-XI Bangalore","University of Agricultural Sciences , P. B. No. 329 Raichur,Karnataka","17.986119","77.485339"
"K0571","Vijayapura1","Krishi Vigyan Kendra,Regional Agricultural Research Station,P.Box No.18,PO. & Distt. Vijayapura","Karnataka","=""29""","Vijayapura","Vijayapura","530","https://kvkvijayapura.org","08352-200140","08352-200140","kvk.Vijayapura1@icar.gov.in","586102","ICAR-ATARI  Zone-XI Bangalore","University of Agril. Sciences  , Yettineyudda Campus Krishi Nagar, Dharwad,Karnataka ","13.2967","77.800809"
"K0572","Chamarajanagar","Krishi Vigyan Kendra,Seed Farm, Haradanahally,Distt. Chamrajanagar","Karnataka","=""29""","Chamarajanagar","Chamarajanagar","531","http://www.kvkchamarajanagar.com","08226-297050","NA","kvk.Chamarajanagar@icar.gov.in","571127","ICAR-ATARI  Zone-XI Bangalore","University of Agricultural Sciences , GKVK Campus,Bengaluru, Karnataka","11.89343","76.952748"
"K0573","Chikkamagaluru","Krishi Vigyan Kendra,Hand post, Mudigere tq.,Distt. Chikkamagalur","Karnataka","=""29""","Chikkamagaluru","Chikkamagaluru","532","https://kvkck.uahs.edu.in/","08263-228198","NA","kvk.Chikkamagaluru@icar.gov.in","577132","ICAR-ATARI  Zone-XI Bangalore","University of Agril. Sciences & Horticultural Sci , Savalanga Road, Navile Shivamogga,Karnataka ","13.123017","75.628219"
"K0574","Chikkaballapura","ICAR-Krishi Vigyan Kendra, P.B.No-29, Kurubur Farm, Chintamani Taluk","Karnataka","=""29""","Chikkaballapura","Chikkaballapura","630","http://www.uasbangalore.edu.in/index.php/chintamani","NA","NA","kvkcbpura@gmail.com","563125","ICAR-ATARI  Zone-XI Bangalore","University of Agricultural Sciences , GKVK Campus,Bengaluru, Karnataka","13.311966","78.077231"
"K0575","Chitradurga","ICAR-Krishi Vigyan Kendra,Babbur Farm, Hiriyur Tq.,Chitradurga District","Karnataka","=""29""","Chitradurga","Chitradurga","533","https://kvkchitradurga.karnataka.gov.in/en","08193-200081","NA","kvk.Chitradurga@icar.gov.in","577598","ICAR-ATARI  Zone-XI Bangalore","University of Agril. Sciences & Horticultural Sci , Savalanga Road, Navile Shivamogga,Karnataka ","13.957043","76.645743"
"K0576","Dakshina Kannada","Krishi Vigyan Kendra, Kankanady , Mangaluru","Karnataka","=""29""","Dakshina Kannada","Dakshina Kannada","534","http://kvkdk.org","0824-2431872","0824-2430060","kvkdk@rediffmail.com","575002","ICAR-ATARI  Zone-XI Bangalore","Karnataka Veterinary, Animal & Fisheries Science  , Bidar, Karnataka ","12.557704","75.373127"
"K0577","Davanagere","Kadalivana, LIC Colony Layout, Taralabalu KVK Road, Davanagere","Karnataka","=""29""","Davanagere","Davanagere","535","http://www.taralabalukvk.com","08192-263462","08192-297142","dvgtkvk@yahoo.com","577004","ICAR-ATARI  Zone-XI Bangalore","Taralabalu Rural Development Foundation (TRDF) , Taralabalu Rural Development Foundation (TRDF), Kadalivana, LIC Colony Layout BIET College Road, Davanagere - 5770 004,(Karnataka)","14.443304","75.91056"
"K0578","Dharwad","ICAR-Krishi Vigyan Kendra, Saidapur Farm, Dist. Dharwad","Karnataka","=""29""","Dharwad","Dharwad","536","http://kvkdharwad.org","0836-2970246","NA","kvkdwd@uasd.in","580005","ICAR-ATARI  Zone-XI Bangalore","University of Agril. Sciences  , Yettineyudda Campus Krishi Nagar, Dharwad,Karnataka ","15.480312","74.979258"
"K0579","Gadag","ICAR-K.H.Patil Krishi Vigyan Kendra,Hulkoti,Distt. Gadag","Karnataka","=""29""","Gadag","Gadag","537","https://kvkgadag.icar.gov.in","08372-289325","NA","kvk.Gadag@icar.gov.in","582205","ICAR-ATARI  Zone-XI Bangalore","K.H.Patil Agril. Sciences Foundation , K.H.Patil Agril. Sciences Foundation, Hulkoti -582 205 Gadag (Karnataka)","15.423012","75.528455"
"K0580","Kalaburgi1","Krishi Vigyan Kendra,Agricultural Research Station,Aland Road,Dist. Kalaburagi","Karnataka","=""29""","Kalaburgi","Kalaburagi","538","http://kvkgulbarga.com/","8472274596","8472241766","kvkglb.in@gmail.com","585101","ICAR-ATARI  Zone-XI Bangalore","University of Agricultural Sciences , P. B. No. 329 Raichur,Karnataka","17.360592","76.814774"
"K0581","Kalaburgi 2","ICAR- Krishi Vigyan Kendra, Kalaburgi-II (Raddewadgi) Post- Raddewadgi, Taluk-Jewargi,Dist.- Kalaburagi","Karnataka","=""29""","Kalaburgi","Kalaburagi","538","https://kvkrwd.karnataka.gov.in","NA","NA","kvk.Kalaburgi2@icar.gov.in","585310","ICAR-ATARI  Zone-XI Bangalore","University of Agricultural Sciences , P. B. No. 329 Raichur,Karnataka","17.039829","76.79718"
"K0582","Hassan","Kandail, Hassan","Karnataka","=""29""","Hassan","Hassan","539","http://www.kvkhassan.com","08172-256092","08172-256792","hassan.kvk@gmail.com","573217","ICAR-ATARI  Zone-XI Bangalore","University of Agricultural Sciences , GKVK Campus,Bengaluru, Karnataka","12.981877","76.053582"
"K0583","Haveri","Krishi Vigyan Kendra,Hanumanmatti, Tq Ranebennur, Dt. Haveri","Karnataka","=""29""","Haveri","Haveri","540","http://kvkhaveri.icar.gov.in, http://kvkhaveri.in","08373-253524","08373-253524","kvk.haveri@icar.gov.in","581115","ICAR-ATARI  Zone-XI Bangalore","University of Agril. Sciences  , Yettineyudda Campus Krishi Nagar, Dharwad,Karnataka ","14.657353","75.564622"
"K0584","Kodagu","ICAR-Krishi Vigyan Kendra,Gonikoppal,  Kodagu District.","Karnataka","=""29""","Kodagu","Kodagu","541","https://kvkkodagu.icar.gov.in/","08274-247274","NA","kvk.kodagu@icar.gov.in","571213","ICAR-ATARI  Zone-XI Bangalore","ICAR Indian Institute of Horticultural Research , Hessaraghatta Lake Post Bengaluru,  Karnataka","12.185667","75.92447"
"K0585","Kolar","NH-75, Tamaka, Kolar-563103","Karnataka","=""29""","Kolar","Kolar","542","https://kvkkolar.karnataka.gov.in","8152295098","8152295098","kvk.Kolar2012@icar.gov.in","563103","ICAR-ATARI  Zone-XI Bangalore","University of Horticultural Sciences , Navanagar, Bagalkot,Karnataka","13.132067","78.178209"
"K0586","Koppal","ARS Campus, Kanakagiri Raod, Gangavathi","Karnataka","=""29""","Koppal","Koppal","543","http://www.kvkgangavathi.org/","8533272518","8533271578","kvk.koppal@icar.gov.in","583227","ICAR-ATARI  Zone-XI Bangalore","University of Agricultural Sciences , P. B. No. 329 Raichur,Karnataka","15.456221","76.524015"
"K0587","Mandya","ICAR-Krishi Vigyan Kendra, V.C. Farm, Mandya ","Karnataka","=""29""","Mandya","Mandya","544","www.icarkvkmandya.co.in","08232-277456","NA","kvkmandya@gmail.com","571405","ICAR-ATARI  Zone-XI Bangalore","University of Agricultural Sciences , GKVK Campus,Bengaluru, Karnataka","12.568617","76.835691"
"K0588","Mysuru","Suttur, Nanjangud Taluk, Mysuru district","Karnataka","=""29""","Mysuru","Mysuru","545","http://www.jsskvk.in","08221-295018","NA","jsskvk@gmail.com","571129","ICAR-ATARI  Zone-XI Bangalore","Jagadguru Sri Shivarathreeshwara (JSS), Mahavidyapeeth , Jagadguru Sri Shivarathreeshwara (JSS), Mahavidyapeeth, Suttur, Nanjangud Taluk, Mysuru -571 129","12.301705","76.655102"
"K0589","Raichur","ICAR-Krishi Vigyan Kendra, UAS Campus, Raichur","Karnataka","=""29""","Raichur","Raichur","546","http://kvkraichur.org","08532-220196","08532-220216","kvk.Raichur@icar.gov.in","584104","ICAR-ATARI  Zone-XI Bangalore","University of Agricultural Sciences , P. B. No. 329 Raichur,Karnataka","16.205898","77.325761"
"K0590","Ramanagara","Krishi Vigyan Kendra, Chandurayanghalli, Magadi Taluk, Ramanagara District","Karnataka","=""29""","Ramanagara","Ramanagara","631","http://www.kvkramanagara.org","080-29899388","NA","kvkramanagara@gmail.com","562120","ICAR-ATARI  Zone-XI Bangalore","University of Agricultural Sciences , GKVK Campus,Bengaluru, Karnataka","12.979593","77.191796"
"K0591","Shivamogga","ICAR-Krishi Vigyan Kendra, Savalanga Road, Navule, Shivamogga","Karnataka","=""29""","Shivamogga","Shivamogga","547","NA","NA","NA","kvk.shivamogga@icar.gov.in","577204","ICAR-ATARI  Zone-XI Bangalore","University of Agril. Sciences & Horticultural Sci , Savalanga Road, Navile Shivamogga,Karnataka ","13.975174","75.580529"
"K0592","Tumakuru 2","ICAR - Krishi Vigyan Kendra,NH4, Hirehalli,Tumakuru District","Karnataka","=""29""","Tumakuru","Tumakuru","548","https://kvktumakuru2.icar.gov.in/","0816-2243175","NA","kvk.tumakuru2@icar.gov.in","572168","ICAR-ATARI  Zone-XI Bangalore","ICAR Indian Institute of Horticultural Research , Hessaraghatta Lake Post Bengaluru,  Karnataka","13.281809","77.186046"
"K0593","Tumakuru 1","Krishi Vigyan Kendra, Konehally,Tiptur, Distt. Tumkur","Karnataka","=""29""","Tumakuru","Tumakuru","548","NA","NA","NA","kvk.Tumakuru1@icar.gov.in","572201","ICAR-ATARI  Zone-XI Bangalore","University of Agricultural Sciences , GKVK Campus,Bengaluru, Karnataka","13.281028","76.361975"
"K0594","Udupi","Krishi Vigyan Kendra,Zonal Agricultural Reseach Station,Brahmavar,Distt. Udupi","Karnataka","=""29""","Udupi","Udupi","549","kvkud.uahs.edu.in","0820-2563923","2561011","kvk.Udupi@icar.gov.in","576213","ICAR-ATARI  Zone-XI Bangalore","University of Agril. Sciences & Horticultural Sci , Savalanga Road, Navile Shivamogga,Karnataka ","13.424046","74.757846"
"K0595","Uttara Kannada","Krishi Vigyan Kendra,Banvasi Road, Sirsi,Distt. Uttara Kannada","Karnataka","=""29""","Uttara Kannada","Uttara Kannada","550","http://www.kvkuttarkannada.org","08384-228411","NA","kvkuks@gmail.com","581401","ICAR-ATARI  Zone-XI Bangalore","University of Agril. Sciences  , Yettineyudda Campus Krishi Nagar, Dharwad,Karnataka ","14.613106","74.837349"
"K0596","Malappuram","Krishi Vigyan Kendra,Kellappaji College of AgricultureEngineering & Technology,Tavanur,Distt. Malappuram","Kerala","=""32""","Malappuram","Malappuram","562","http://kvkmalappuram.kau.in","0494-2686329","0494-2687640","kvkmalappuram@kau.in","679573","ICAR-ATARI  Zone-XI Bangalore","Kerala Agricultural University  , Vellanikkara, KAU P O Thrissur,Kerala ","10.852594","75.986052"
"K0597","Kottayam","Krishi Vigyan Kendra,Regional  Agricultural Research Station,Kumarakom,Distt.-Kottayam","Kerala","=""32""","Kottayam","Kottayam","560","http://kvkkottayam.kau.in/","0481-2523421","481 - 2523120","kvkkottayam@yahoo.com","686563","ICAR-ATARI  Zone-XI Bangalore","Kerala Agricultural University  , Vellanikkara, KAU P O Thrissur,Kerala ","9.627375","76.431592"
"K0598","Kannur","Krishi Vigyan Kendra, Kanhirangad P.O, Taliparamba. Kannur (Dist)","Kerala","=""32""","Kannur","Kannur","557","  kvk.Kannur.icar.gov.in","04602-226087","4602226087","kvkkannur@kau.in","670142","ICAR-ATARI  Zone-XI Bangalore","Kerala Agricultural University  , Vellanikkara, KAU P O Thrissur,Kerala ","12.083129","75.397099"
"K0599","Thrissur","Krishi Vigyan Kendra,KAU P.O, Thrissur","Kerala","=""32""","Thrissur","Thrissur","566","http://kvkthrissur.kau.in/","0487-2375855","NA","kvkthrissur@kau.in","680656","ICAR-ATARI  Zone-XI Bangalore","Kerala Agricultural University  , Vellanikkara, KAU P O Thrissur,Kerala ","10.546884","76.267991"
"K0600","Alappuzha","ICAR-KVK-Alappuzha, ICAR-CPCRI, Regional Station, Kayamkulam, PO. Krishnapuram, Distt. Alappuzha","Kerala","=""32""","Alappuzha","Alappuzha","554","https://www.kvkalappuzha.icar.gov.in","0479-2959268","0479-2959268","kvk.alappuzha@icar.gov.in","690533","ICAR-ATARI  Zone-XI Bangalore","ICAR Central Plantation Crops Research Institute  , Kasaragod,  Kerala","9.149764","76.514069"
"K0601","Kollam","Krishi Vigyan Kendra,Sadanandapuram,Distt. Kollam","Kerala","=""32""","Kollam","Kollam","559","http://kvkkollam.kau.in/","0474-2663599","NA","kvk.Kollam@icar.gov.in","691531","ICAR-ATARI  Zone-XI Bangalore","Kerala Agricultural University  , Vellanikkara, KAU P O Thrissur,Kerala ","8.989487","76.820021"
"K0602","Idukki ","Krishi Vigyan Kendra,Santhanpara,Distt. Idukki","Kerala","=""32""","Idukki ","Idukki","556","http://www.kvkidukki.org","04868-299871","NA","kvk.Idukki@icar.gov.in","685619","ICAR-ATARI  Zone-XI Bangalore","Bapooji Sewak Samaj , Pethotty, Santhanpara, Pin-685619","9.959372","77.221522"
"K0603","Pathanamthitta","ICAR-Krishi Vigyan Kendra, CARD, Kolabhagom P.O., Thadiyoor,Distt. Pathanamthitta","Kerala","=""32""","Pathanamthitta","Pathanamthitta","564","http://www.kvkcard.org","0469-2662094","0469-2662094","kvk.Pathanamthitta@icar.gov.in","689545","ICAR-ATARI  Zone-XI Bangalore","Christian Agency for Rural Development , Christian Agency for Rural Development, Kolabhagom, Thadiyoor, Tiruvalla, Pathanamthitta, Pin-689545","9.22737","76.41268"
"K0604","Kasaragod","ICAR-Krishi Vigyan Kendra, ICAR-CPCRI,PO. Kudlu,Distt. Kasaragod","Kerala","=""32""","Kasaragod","Kasaragod","558","http://www.cpcri.gov.in/index.php/2014-10-14-05-46-20/kasaragod","04994-232993","04994-232322","kvk.kasaragod@icar.gov.in","671124","ICAR-ATARI  Zone-XI Bangalore","ICAR Central Plantation Crops Research Institute  , Kasaragod,  Kerala","12.535428","74.96563"
"K0605","Kozhikode","Krishi Vigyan Kendra,Peruvannamuzhi,Distt. Kozhikode (Calicut)","Kerala","=""32""","Kozhikode","Kozhikode","561","http://www.kvkcalicut.gov.in","496-2966041","496- 2966041","kvkcalicut@gmail.com","673528","ICAR-ATARI  Zone-XI Bangalore","ICAR Indian Institute of Spices Research , PB No. 1701, Marikunnu P O Kozhikode (Calicut), Kerala","11.603876","75.824169"
"K0606","Wayanad","Krishi Vigyan Kendra, Ambalavayal,  Wayanad district. ","Kerala","=""32""","Wayanad","Wayanad","567","http://kvkwayanad.kau.in/","04936 260411","NA","kvkambl@gmail.com","673593","ICAR-ATARI  Zone-XI Bangalore","Kerala Agricultural University  , Vellanikkara, KAU P O Thrissur,Kerala ","11.6165","76.214015"
"K0607","Palakkad","Krishi Vigyan Kendra,Pattambi,Dist. Palghat.","Kerala","=""32""","Palakkad","Palakkad","563","http://kvkpalakkad.kau.in","0466-2212279","0466-2212279","kvkpalakkad@kau.in","679306","ICAR-ATARI  Zone-XI Bangalore","Kerala Agricultural University  , Vellanikkara, KAU P O Thrissur,Kerala ","10.812677","76.190238"
"K0608","Thiruvananthapuram","Krishi Vigyan Kendra,Mitraniketan, Velland, Thiruvananthapuram Distt","Kerala","=""32""","Thiruvananthapuram","Thiruvananthapuram","565","http://www.mitrakvk.org","8281114479","NA","trivandrumkvk@yahoo.co.in","695543","ICAR-ATARI  Zone-XI Bangalore","Mitraniketan , Mitraniketan, Vellanad, Thiruvananthapuram, Pin-695543","8.561812","77.047506"
"K0609","Ernakulam","ICAR-KVK of CMFRI, Narakkal Post, Ernakulam district","Kerala","=""32""","Ernakulam","Ernakulam","555","http://kvkernakulam.org.in/","0484 2972450","NA","kvkernakulam@yahoo.co.in","682505","ICAR-ATARI  Zone-XI Bangalore","ICAR Central Marine Fisheries Research Institute  , Cochin, Ernakulam, Kerala ","9.988287","76.272115"
"K0610","lakshadweep","KVK- Lakshadweep, Second floor, Agricultural Demonstration Unit,Secretariat Road Kavaratti -682555","Lakshadweep","=""31""","lakshadweep","Lakshadweep","553","NA","4896263710","NA","kvklakshadweep@gmail.com","682555","ICAR-ATARI  Zone-XI Bangalore","ICAR Central Marine Fisheries Research Institute  , Cochin, Ernakulam, Kerala ","10.3235","72.354"
"K0611","Puducherry","Kurumbapet","Puducherry","=""34""","Puducherry","Puducherry","600","https://www.kvkpuducherry.org","0413-2271292","(0413) 2271292, 2271352","pkkvk.py@gov.in","605009","ICAR-ATARI  Zone-X Hyderabad","Govt. of Pondichery, Chief Secretariat Bldg , Pondicherry","11.940657","79.766083"
"K0612","Karaikal","Krishi Vigyan Kendra, Madur, Karaikal ","Puducherry","=""34""","Karaikal","Karaikal","598","NA","04368 237700","04368 237700","karaikalkvk@yahoo.com","609607","ICAR-ATARI  Zone-X Hyderabad","Govt. of Pondichery, Chief Secretariat Bldg , Pondicherry","10.924904","79.827191"
